"LENOVO ACCRUAL PERIOD ENDING 2010-07-27"

BUSINESS_AREA@TRANSACTIONS@PART_COST@PARTS_MANAGEMENT_FEE@SCRAP@TOTALS
"DR"@176746.000@0.000@0.000000@0.000@176746.000000
"BF"@356691.000@0.000@0.000000@0.000@356691.000000
"RCS"@425213.300@0.000@0.000000@0.000@425213.300000
"PARTS  LOGISTICS"@627726.620@458326.900@17412.170000@3383.730@1106849.410000

Total:@1586376.92@458326.9@17412.17@3383.73@2065499.71@

