*HDR 0000063 depotrepair_CA_20120710.csv 20120710
"2082"|"R8TXPM4"|"L00"|20100727|"40KTWN7  "|"   "|"K1Y 2J7"|"649"|"81"|"N"||"20102275751   "||""||||||"ONTARIO"||20100716
"2089"|"L3ACP5X"|"L00"|20100727|"40KV5PR  "|"   "|"S4N 7C2"|"649"|"DD"|"N"||"20102275752   "||""||||||"SASKATCHEWAN"||20100628
"2089"|"L3AFX8F"|"L00"|20100727|"41JPQK8  "|"   "|"M1H 1H9"|"649"|"81"|"N"||"20102275753   "||""||||||"ONTARIO"||20100624
"2089"|"R8LVMML"|"L00"|20100727|"41JPMGH  "|"   "|"V6B 1A9"|"649"|"81"|"N"||"20102275754   "||""||||||"BRITISH COLUMBIA"||20100706
"2242"|"L3A5900"|"L00"|20100727|"41JPMHQ  "|"   "|"R0C 2Z0"|"649"|"81"|"N"||"20102275755   "||""||||||"MANITOBA"||20100706
"2242"|"L3AFE0K"|"L00"|20100727|"41JQBPP  "|"   "|"V5G 4L7"|"649"|"DD"|"N"||"20102275756   "||""||||||"BRITISH COLUMBIA"||20100504
"2242"|"L3AGC2B"|"L00"|20100727|"41JPLZ3  "|"   "|"R0C 2Z0"|"649"|"81"|"N"||"20102275757   "||""||||||"MANITOBA"||20100707
"2242"|"L3AKA1D"|"L00"|20100727|"40KV82B  "|"   "|"J4B 5H3"|"649"|"81"|"N"||"20102275758   "||""||||||"QUEBEC"||20100621
"2242"|"L3AKC8K"|"L00"|20100727|"40KVB64  "|"   "|"T9W 1L2"|"649"|"81"|"N"||"20102275759   "||""||||||"ALBERTA"||20100614
"2242"|"L3AKF2F"|"L00"|20100727|"40KV66F  "|"   "|"N2T 2M7"|"649"|"81"|"N"||"20102275760   "||""||||||"ONTARIO"||20100627
"2242"|"R8BPKY6"|"L00"|20100727|"40KTTTL  "|"   "|"R0C 2Z0"|"649"|"81"|"N"||"20102275761   "||""||||||"MANITOBA"||20100721
"2242"|"R8GDGPF"|"L00"|20100727|"41JPSKJ  "|"   "|"M4W 3L4"|"649"|"81"|"N"||"20102275762   "||""||||||"ONTARIO"||20100617
"2242"|"R8GDGPY"|"L00"|20100727|"41JPJK8  "|"   "|"L5B 2N6"|"649"|"81"|"N"||"20102275763   "||""||||||"ONTARIO"||20100714
"2242"|"R8KZMV5"|"L00"|20100727|"40KV2CJ  "|"   "|"T5H 3K6"|"649"|"81"|"N"||"20102275764   "||""||||||"ALBERTA"||20100708
"2242"|"R8PTDAY"|"L00"|20100727|"41JPJ4N  "|"   "|"M1P 4X4"|"649"|"81"|"N"||"20102275765   "||""||||||"ONTARIO"||20100715
"2242"|"R8VLMGB"|"L00"|20100727|"40KTZ9R  "|"   "|"S4R 1A6"|"649"|"81"|"N"||"20102275766   "||""||||||"SASKATCHEWAN"||20100712
"2242"|"R8WNDH9"|"L00"|20100727|"41JPKMW  "|"   "|"R0C 2Z0"|"649"|"81"|"N"||"20102275767   "||""||||||"MANITOBA"||20100712
"2243"|"R8HATEM"|"L00"|20100727|"41JPJWB  "|"   "|"T5J 1C9"|"649"|"81"|"N"||"20102275768   "||""||||||"ALBERTA"||20100713
"2511"|"LR04675"|"L00"|20100727|"41JPKG7  "|"   "|"L0G 1A0"|"649"|"81"|"N"||"20102275769   "||""||||||"ONTARIO"||20100712
"2516"|"R801T2Z"|"L00"|20100727|"41JPTL4  "|"   "|"H3A 3H3"|"649"|"81"|"N"||"20102275770   "||""||||||"QUEBEC"||20100615
"2516"|"R80L5CF"|"L00"|20100727|"40KV2SQ  "|"   "|"L2A 2E2"|"649"|"81"|"N"||"20102275771   "||""||||||"ONTARIO"||20100707
"2516"|"R828G9R"|"L00"|20100727|"40KV9BP  "|"   "|"M2H 3S8"|"649"|"81"|"N"||"20102275772   "||""||||||"ONTARIO"||20100616
"2516"|"R82H6Z2"|"L00"|20100727|"41JPJWK  "|"   "|"V9P 1S9"|"649"|"81"|"N"||"20102275773   "||""||||||"BRITISH COLUMBIA"||20100713
"2516"|"R86675F"|"L00"|20100727|"40KV6QC  "|"   "|"V5J 5G6"|"649"|"DD"|"N"||"20102275774   "||""||||||"BRITISH COLUMBIA"||20100624
"2516"|"R87D0H1"|"L00"|20100727|"41JPJHK  "|"   "|"L6H 4H3"|"649"|"81"|"N"||"20102275775   "||""||||||"ONTARIO"||20100714
"2516"|"R896XG7"|"L00"|20100727|"41JPJ65  "|"   "|"K9J 3B3"|"649"|"81"|"N"||"20102275776   "||""||||||"ONTARIO"||20100715
"2518"|"R82N61Z"|"L00"|20100727|"40KTZCV  "|"   "|"M5C 3G5"|"649"|"DD"|"N"||"20102275777   "||""||||||"ONTARIO"||20100712
"2518"|"R868EWR"|"L00"|20100727|"41JPSRN  "|"   "|"M4R 1K8"|"649"|"81"|"N"||"20102275778   "||""||||||"ONTARIO"||20100617
"2518"|"R91CW5L"|"L00"|20100727|"40KV6C7  "|"   "|"V6C 1S4"|"649"|"81"|"N"||"20102275779   "||""||||||"BRITISH COLUMBIA"||20100625
"2518"|"R91GRAB"|"L00"|20100727|"41JPHQV  "|"   "|"R3C 3N9"|"649"|"81"|"N"||"20102275780   "||""||||||"MANITOBA"||20100716
"2522"|"R81B376"|"L00"|20100727|"40KV8YK  "|"   "|"V5A 4V7"|"649"|"81"|"N"||"20102275781   "||""||||||"BRITISH COLUMBIA"||20100617
"2522"|"R81B376"|"L00"|20100727|"40KTYR2  "|"   "|"V5A 4V7"|"649"|"81"|"N"||"20102275782   "||""||||||"BRITISH COLUMBIA"||20100713
"2522"|"R856DBB"|"L00"|20100727|"40KV2JY  "|"   "|"V5A 4V7"|"649"|"81"|"N"||"20102275783   "||""||||||"BRITISH COLUMBIA"||20100708
"2522"|"R85P12W"|"L00"|20100727|"40KVB8H  "|"   "|"L5N 8G1"|"649"|"81"|"N"||"20102275784   "||""||||||"ONTARIO"||20100614
"2623"|"L3A0750"|"L00"|20100727|"40KV85G  "|"   "|"H2L 3G4"|"649"|"81"|"N"||"20102275785   "||""||||||"QUEBEC"||20100621
"2623"|"L3DE859"|"L00"|20100727|"40KV7LN  "|"   "|"H4M 2V2"|"649"|"81"|"N"||"20102275786   "||""||||||"QUEBEC"||20100622
"2668"|"L3BFHNL"|"L00"|20100727|"40KV6CT  "|"   "|"M2J 3L9"|"649"|"81"|"N"||"20102275787   "||""||||||"ONTARIO"||20100625
"2668"|"L3LPHA7"|"L00"|20100727|"41JPVDL  "|"   "|"V7P 1R7"|"649"|"81"|"N"||"20102275788   "||""||||||"BRITISH COLUMBIA"||20100611
"2714"|"R8CWXYA"|"L00"|20100727|"41JPMK3  "|"   "|"L6W 3R6"|"649"|"81"|"N"||"20102275789   "||""||||||"ONTARIO"||20100706
"2714"|"R8DLFZC"|"L00"|20100727|"40KV726  "|"   "|"V3S 1C7"|"649"|"81"|"N"||"20102275790   "||""||||||"BRITISH COLUMBIA"||20100623
"2714"|"R8PARD2"|"L00"|20100727|"40KV39J  "|"   "|"V0E 2S0"|"649"|"81"|"N"||"20102275791   "||""||||||"BRITISH COLUMBIA"||20100706
"2714"|"R8YXZN1"|"L00"|20100727|"41JPL8V  "|"   "|"J7K 3N6"|"649"|"81"|"N"||"20102275792   "||""||||||"QUEBEC"||20100709
"2716"|"L3ANA7P"|"L00"|20100727|"40KV773  "|"   "|"N0G 1L0"|"649"|"81"|"N"||"20102275793   "||""||||||"ONTARIO"||20100623
"2716"|"L3AVP1Y"|"L00"|20100727|"41JPRCS  "|"   "|"S4P 1A7"|"649"|"81"|"N"||"20102275794   "||""||||||"SASKATCHEWAN"||20100622
"2716"|"R8DX758"|"L00"|20100727|"DNCTBNF  "|"   "|"V7S 3E7"|"649"|"81"|"N"||"20102275795   "||""||||||"BRITISH COLUMBIA"||20100630
"2716"|"R8DX763"|"L00"|20100727|"DNCTBMY  "|"   "|"V7S 3E7"|"649"|"DD"|"N"||"20102275796   "||""||||||"BRITISH COLUMBIA"||20100630
"2716"|"R8YR374"|"L00"|20100727|"40KVL8P  "|"   "|"J0K 1Z0"|"649"|"DD"|"N"||"20102275797   "||""||||||"QUEBEC"||20100519
"2717"|"L3AAA0A"|"L00"|20100727|"41JPPFM  "|"   "|"G1P 2J9"|"649"|"81"|"N"||"20102275798   "||""||||||"QUEBEC"||20100629
"2717"|"L3ABG5K"|"L00"|20100727|"41JPJ5C  "|"   "|"G9N 1E9"|"649"|"81"|"N"||"20102275799   "||""||||||"QUEBEC"||20100715
"2717"|"L3ACN9T"|"L00"|20100727|"DNCQLQN  "|"   "|"L8S 4K1"|"649"|"81"|"N"||"20102275800   "||""||||||"ONTARIO"||20100712
"2717"|"L3ADT9X"|"L00"|20100727|"41JPMKY  "|"   "|"J8C 2C3"|"649"|"81"|"N"||"20102275801   "||""||||||"QUEBEC"||20100706
"2717"|"R8PYZA4"|"L00"|20100727|"40KV3H5  "|"   "|"N5V 1V1"|"649"|"DD"|"N"||"20102275802   "||""||||||"ONTARIO"||20100706
"2717"|"R8WAWMR"|"L00"|20100727|"40KV5FY  "|"   "|"N0G 2L1"|"649"|"81"|"N"||"20102275803   "||""||||||"ONTARIO"||20100629
"2717"|"R8WGVEW"|"L00"|20100727|"41JQFNM  "|"   "|"M3A 2C3"|"649"|"DD"|"N"||"20102275804   "||""||||||"ONTARIO"||20100426
"2738"|"L3AAA8K"|"L00"|20100727|"41JPNTL  "|"   "|"V9W 4H1"|"649"|"81"|"N"||"20102275805   "||""||||||"BRITISH COLUMBIA"||20100630
"2743"|"L3CDZ5G"|"L00"|20100727|"40KV7SG  "|"   "|"M1J 3J9"|"649"|"81"|"N"||"20102275806   "||""||||||"ONTARIO"||20100621
"2743"|"MLFTKF2"|"L00"|20100727|"40KVLG6  "|"   "|"V5Z 4N2"|"649"|"DD"|"N"||"20102275808   "||""||||||"BRITISH COLUMBIA"||20100518
"2743"|"R8TFR62"|"L00"|20100727|"41JPZDM  "|"   "|"R2Y 1W8"|"649"|"81"|"N"||"20102275809   "||""||||||"MANITOBA"||20100602
"2746"|"L3BEW4G"|"L00"|20100727|"41JPKRH  "|"   "|"L1T 3J2"|"649"|"81"|"N"||"20102275810   "||""||||||"ONTARIO"||20100711
"2746"|"L3BRX4H"|"L00"|20100727|"41JPSKR  "|"   "|"L3R 5J6"|"649"|"81"|"N"||"20102275811   "||""||||||"ONTARIO"||20100617
"2746"|"MLCBME2"|"L00"|20100727|"41JPTS2  "|"   "|"J2S 5J1"|"649"|"81"|"N"||"20102275813   "||""||||||"QUEBEC"||20100614
"2746"|"MLDBCT2"|"L00"|20100727|"41JPK73  "|"   "|"L5L 5M5"|"649"|"81"|"N"||"20102275814   "||""||||||"ONTARIO"||20100713
"2746"|"MLDFRN0"|"L00"|20100727|"40KVDP4  "|"   "|"G0A 4A0"|"649"|"81"|"N"||"20102275815   "||""||||||"QUEBEC"||20100607
"2746"|"MLFKKD8"|"L00"|20100727|"40KV3F9  "|"   "|"H2Y 0A2"|"649"|"81"|"N"||"20102275816   "||""||||||"QUEBEC"||20100706
"2746"|"MLKFNP0"|"L00"|20100727|"41JPRF8  "|"   "|"N6H 5L7"|"649"|"81"|"N"||"20102275817   "||""||||||"ONTARIO"||20100622
"2746"|"MLTET94"|"L00"|20100727|"41JPQSZ  "|"   "|"L5L 5M5"|"649"|"81"|"N"||"20102275818   "||""||||||"ONTARIO"||20100623
"2746"|"MLTGC35"|"L00"|20100727|"41JPNKT  "|"   "|"G6L 2M9"|"649"|"81"|"N"||"20102275819   "||""||||||"QUEBEC"||20100702
"2746"|"R8BMDL3"|"L00"|20100727|"41JPPCC  "|"   "|"H1W 1J5"|"649"|"81"|"N"||"20102275820   "||""||||||"QUEBEC"||20100629
"2746"|"R8HYX31"|"L00"|20100727|"41JPSHP  "|"   "|"T5J 1C9"|"649"|"DD"|"N"||"20102275821   "||""||||||"ALBERTA"||20100617
"2746"|"R8RDP34"|"L00"|20100727|"40KZBTN  "|"   "|"K7K 7B4"|"649"|"DD"|"N"||"20102275822   "||""||||||"ONTARIO"||20100712
"2764"|"L3ABM1T"|"L00"|20100727|"40KV6BW  "|"   "|"H1K 2X5"|"649"|"81"|"N"||"20102275824   "||""||||||"QUEBEC"||20100625
"2764"|"L3ABM4M"|"L00"|20100727|"41JPNRK  "|"   "|"H2L 1Z1"|"649"|"81"|"N"||"20102275825   "||""||||||"QUEBEC"||20100630
"2764"|"L3ABV7G"|"L00"|20100727|"41JSVHH  "|"   "|"L8S 0A1"|"649"|"DD"|"N"||"20102275826   "||""||||||"ONTARIO"||20100712
"2764"|"L3ABW8A"|"L00"|20100727|"41JQ4BP  "|"   "|"L5V 1E9"|"649"|"DD"|"N"||"20102275827   "||""||||||"ONTARIO"||20100523
"2764"|"L3ABY1F"|"L00"|20100727|"41JPL4D  "|"   "|"V5E 3E7"|"649"|"81"|"N"||"20102275828   "||""||||||"BRITISH COLUMBIA"||20100709
"2764"|"R8AYGDL"|"L00"|20100727|"40KVTNB  "|"   "|"V4N 0W7"|"649"|"DD"|"N"||"20102275830   "||""||||||"BRITISH COLUMBIA"||20100426
"2764"|"R8BPFX0"|"L00"|20100727|"40KVPHR  "|"   "|"K2G 7E4"|"649"|"DD"|"N"||"20102275831   "||""||||||"ONTARIO"||20100509
"2764"|"R8DAHFZ"|"L00"|20100727|"41JQCJ8  "|"   "|"T6G 1K7"|"649"|"DD"|"N"||"20102275832   "||""||||||"ALBERTA"||20100430
"2764"|"R8KFYM2"|"L00"|20100727|"41JSYWB  "|"   "|"M5R 2K2"|"649"|"DD"|"N"||"20102275833   "||""||||||"ONTARIO"||20100712
"2764"|"R8KVYZ0"|"L00"|20100727|"40KV5Q3  "|"   "|"L1T 0J3"|"649"|"81"|"N"||"20102275834   "||""||||||"ONTARIO"||20100628
"2764"|"R8LXBXW"|"L00"|20100727|"40KVNN3  "|"   "|"L3Y 8S7"|"649"|"DD"|"N"||"20102275835   "||""||||||"ONTARIO"||20100511
"2764"|"R8MB555"|"L00"|20100727|"41JPSZY  "|"   "|"N3Y 4K1"|"649"|"81"|"N"||"20102275836   "||""||||||"ONTARIO"||20100616
"2764"|"R8TKEDX"|"L00"|20100727|"41JPRZC  "|"   "|"M1T 2N5"|"649"|"81"|"N"||"20102275837   "||""||||||"ONTARIO"||20100619
"2764"|"R8TWYWT"|"L00"|20100727|"40KV4P7  "|"   "|"H3G 1B1"|"649"|"81"|"N"||"20102275838   "||""||||||"QUEBEC"||20100702
"2764"|"R8WHRNM"|"L00"|20100727|"40KVYHW  "|"   "|"H2W 1L4"|"649"|"DD"|"N"||"20102275839   "||""||||||"QUEBEC"||20100417
"2765"|"L3AAW5F"|"L00"|20100727|"40KV3DH  "|"   "|"M5V 1V6"|"649"|"81"|"N"||"20102275840   "||""||||||"ONTARIO"||20100706
"2765"|"L3ACW7P"|"L00"|20100727|"41JPFT3  "|"   "|"J3B 2N2"|"649"|"81"|"N"||"20102275841   "||""||||||"QUEBEC"||20100722
"2765"|"L3AKC3V"|"L00"|20100727|"41JQ66R  "|"   "|"H3R 3L5"|"649"|"DD"|"N"||"20102275842   "||""||||||"QUEBEC"||20100517
"2765"|"L3ALB5M"|"L00"|20100727|"40KZB3J  "|"   "|"J3B 2N2"|"649"|"DD"|"N"||"20102275843   "||""||||||"QUEBEC"||20100712
"2765"|"L3ALR1E"|"L00"|20100727|"DNCWFN8  "|"   "|"T2P 0R3"|"649"|"81"|"N"||"20102275844   "||""||||||"ALBERTA"||20100622
"2765"|"L3ALT9D"|"L00"|20100727|"40KV6TM  "|"   "|"E3C 2P5"|"649"|"81"|"N"||"20102275845   "||""||||||"NEW BRUNSWICK"||20100624
"2765"|"L3ANE5H"|"L00"|20100727|"41JPRG3  "|"   "|"M5V 1V6"|"649"|"81"|"N"||"20102275846   "||""||||||"ONTARIO"||20100622
"2765"|"R8157PC"|"L00"|20100727|"41JPKD8  "|"   "|"L6W 4N6"|"649"|"81"|"N"||"20102275847   "||""||||||"ONTARIO"||20100712
"2765"|"R8PYN59"|"L00"|20100727|"DNCQJLW  "|"   "|"M5K 1G8"|"649"|"81"|"N"||"20102275848   "||""||||||"ONTARIO"||20100712
"2765"|"R8VXZKC"|"L00"|20100727|"40KV755  "|"   "|"H1C 2K5"|"649"|"81"|"N"||"20102275849   "||""||||||"QUEBEC"||20100623
"2765"|"R8VXZKK"|"L00"|20100727|"40KV72S  "|"   "|"M2K 1E3"|"649"|"81"|"N"||"20102275850   "||""||||||"ONTARIO"||20100623
"2765"|"R8YE599"|"L00"|20100727|"40KV5RS  "|"   "|"T2N 3W4"|"649"|"81"|"N"||"20102275851   "||""||||||"ALBERTA"||20100628
"2765"|"R8YYXP8"|"L00"|20100727|"40KV8JZ  "|"   "|"L5M 7G1"|"649"|"DD"|"N"||"20102275852   "||""||||||"ONTARIO"||20100618
